-0.419,1
0.9827,3
0.9968,3
0.9008,3
-0.9983,1
0.6353,3
0.9648,3
0.9952,3
0.8691,3
0.6254,3
-0.626,1
-0.8757,1
-0.8939,1
0.9829,3
-0.8886,1
-0.9164,1
-0.9516,1
-0.9989,1
0.9274,3
0.8865,3
-0.8215,1
-0.9917,1
-0.9992,1
-0.9929,1
-0.9824,1
-0.3818,1
-0.9821,1
-0.9612,1
-0.9928,1
0.9932,3
-0.9972,1
-0.9684,1
-0.9474,1
-0.9869,1
-0.9977,1
-0.9906,1
-0.9976,1
-0.9806,1
-0.948,1
-0.9904,1
-0.9761,1
0.945,3
-0.9571,1
-0.743,1
-0.8263,1
-0.5526,1
0.973,3
-0.9966,1
-0.9819,1
-0.5719,1
-0.9829,1
-0.9845,1
-0.9917,1
-0.879,1
-0.9944,1
-0.9679,1
-0.5719,1
0.9913,3
0.9428,3
-0.9984,1
0.9862,3
-0.7425,1
-0.9884,1
-0.9316,1
-0.9757,1
-0.9735,1
-0.9654,1
-0.9914,1
-0.7269,1
-0.7269,1
-0.714,1
0.6525,3
0.7259,3
-0.8188,1
-0.8519,1
-0.9937,1
0.4404,3
-0.9846,1
-0.9539,1
-0.9716,1
-0.9784,1
-0.9549,1
-0.4749,1
0.6553,3
-0.9876,1
0.9959,3
-0.9732,1
-0.9612,1
-0.9784,1
-0.994,1
0.9469,3
-0.9735,1
0.9109,3
-0.6553,1
-0.875,1
-0.8299,1
-0.9985,1
-0.9594,1
-0.9853,1
-0.9675,1
0.982,3
0.9868,3
-0.9856,1
-0.984,1
-0.9928,1
-0.9229,1
-0.9959,1
-0.9428,1
-0.9787,1
-0.9948,1
-0.9949,1
-0.9911,1
-0.9767,1
0.9552,3
-0.9805,1
-0.7712,1
0.3736,3
0.9967,3
-0.9512,1
0.7783,3
0.9393,3
0.8689,3
-0.875,1
-0.9295,1
-0.9998,1
-0.9404,1
-0.9996,1
-0.9933,1
-0.8674,1
0.9953,3
-0.9989,1
-0.9358,1
-0.9978,1
0.0,2
-0.9608,1
-0.9975,1
-0.9944,1
-0.9942,1
-0.9877,1
-0.9819,1
-0.9834,1
-0.9949,1
-0.9083,1
-0.9913,1
-0.9937,1
-0.9866,1
0.4603,3
0.8928,3
-0.9169,1
-0.7858,1
-0.9355,1
-0.9477,1
-0.9762,1
-0.8942,1
-0.9504,1
-0.9948,1
-0.9925,1
-0.9955,1
-0.3527,1
-0.9733,1
-0.9983,1
-0.4588,1
-0.9883,1
-0.8966,1
-0.9972,1
-0.9169,1
0.6249,3
0.9584,3
0.983,3
-0.9643,1
-0.9918,1
-0.9984,1
-0.6249,1
0.982,3
0.9852,3
-0.9931,1
-0.7129,1
-0.7908,1
-0.994,1
0.9616,3
0.8126,3
0.9741,3
0.5095,3
-0.8299,1
-0.3891,1
0.8502,3
0.8581,3
-0.8299,1
0.9369,3
-0.8085,1
-0.9548,1
-0.947,1
-0.9886,1
0.5726,3
0.9706,3
0.0503,2
-0.9721,1
0.6705,3
0.9923,3
0.9923,3
-0.2672,2
-0.9312,1
0.7958,3
-0.9777,1
-0.8649,1
-0.8935,1
-0.681,1
0.98,3
0.4089,3
-0.9343,1
0.3382,3
-0.8271,1
-0.9874,1
0.0428,2
-0.4215,1
0.9081,3
0.8743,3
0.8114,3
0.2732,2
-0.5499,1
-0.91,1
0.4939,3
-0.9621,1
-0.9571,1
0.872,3
0.9744,3
-0.7382,1
-0.9256,1
0.7659,3
-0.9646,1
0.9809,3
-0.9917,1
0.2851,2
0.7543,3
-0.9866,1
-0.998,1
